CGPA,GPA,Attendance Percentage,Assignment Due Days,Project Due Days,Fees Due,Attendance Alert,GPA Alert,CGPA Alert,Assignment Alert,Project Alert,Fee Alert
9.19,5.5,76,7,13,0,0,1,0,0,0,0
5.78,6.04,93,1,0,1,0,0,1,1,1,1
7.76,8.08,62,10,13,0,1,0,0,0,0,0
8.85,8.2,55,8,17,1,1,0,0,0,0,1
6.81,7.43,100,5,8,1,0,0,0,0,0,1
7.48,5.16,95,7,0,0,0,1,0,0,1,0
7.15,9.22,92,8,2,0,0,0,0,0,1,0
6.3,8.69,64,5,3,0,1,0,0,0,1,0
6.1,6.98,76,5,4,0,0,0,0,0,1,0
8.97,5.54,58,0,12,1,1,1,0,1,0,1
5.49,8.26,58,2,17,0,1,0,1,0,0,0
8.71,8.17,85,9,14,0,0,0,0,0,0,0
9.06,8.28,52,3,7,1,1,0,0,0,0,1
9.23,6.95,97,7,6,0,0,0,0,0,1,0
8.92,9.75,72,6,19,0,0,0,0,0,0,0
9.19,6.48,77,8,8,0,0,0,0,0,0,0
7.98,7.59,51,0,12,1,1,0,0,1,0,1
6.21,9.77,52,2,7,0,1,0,0,0,0,0
6.34,6.69,77,5,16,1,0,0,0,0,0,1
7.32,7.05,95,5,13,0,0,0,0,0,0,0
8.98,7.02,82,5,3,0,0,0,0,0,1,0
8.91,6.86,74,7,3,0,0,0,0,0,1,0
8.0,7.3,77,8,12,0,0,0,0,0,0,0
6.64,7.17,98,1,11,0,0,0,0,1,0,0
6.67,5.07,71,0,9,0,0,1,0,1,0,0
6.77,7.68,61,10,5,1,1,0,0,0,1,1
7.87,6.06,61,4,5,1,1,0,0,0,1,1
7.3,8.66,74,9,8,1,0,0,0,0,0,1
7.41,6.58,80,6,18,0,0,0,0,0,0,0
7.42,5.21,53,3,15,1,1,1,0,0,0,1
6.06,8.94,96,4,10,0,0,0,0,0,0,0
9.1,5.13,88,4,11,0,0,1,0,0,0,0
8.07,7.53,85,10,2,1,0,0,0,0,1,1
5.0,9.09,58,0,15,1,1,0,1,1,0,1
8.41,7.65,89,5,3,1,0,0,0,0,1,1
5.66,6.13,60,5,3,1,1,0,1,0,1,1
8.42,9.41,70,5,2,0,0,0,0,0,1,0
8.65,7.93,63,3,7,0,1,0,0,0,0,0
7.27,8.3,90,1,6,0,0,0,0,1,1,0
5.86,6.12,89,3,5,0,0,0,1,0,1,0
8.66,7.79,52,2,11,1,1,0,0,0,0,1
6.9,7.28,66,1,15,1,1,0,0,1,0,1
8.57,6.34,76,1,6,1,0,0,0,1,1,1
6.76,6.97,96,4,16,1,0,0,0,0,0,1
5.33,7.76,66,2,13,1,1,0,1,0,0,1
7.96,5.69,58,3,17,1,1,1,0,0,0,1
7.57,8.65,72,3,1,0,0,0,0,0,1,0
5.56,7.14,70,1,6,0,0,0,1,1,1,0
6.68,8.26,73,0,3,1,0,0,0,1,1,1
8.68,5.67,91,10,13,0,0,1,0,0,0,0
8.42,9.53,94,4,19,0,0,0,0,0,0,0
9.06,5.36,61,3,4,0,1,1,0,0,1,0
5.45,8.87,83,4,7,0,0,0,1,0,0,0
6.0,5.18,64,4,3,1,1,1,0,0,1,1
9.01,8.16,77,9,9,0,0,0,0,0,0,0
8.2,6.55,86,0,11,0,0,0,0,1,0,0
5.5,5.46,65,5,0,1,1,1,1,0,1,1
7.46,7.33,63,2,17,1,1,0,0,0,0,1
7.55,5.48,87,6,12,0,0,1,0,0,0,0
8.44,8.94,95,8,10,1,0,0,0,0,0,1
7.62,9.55,80,9,0,1,0,0,0,0,1,1
8.74,9.72,75,1,20,0,0,0,0,1,0,0
8.85,6.48,82,2,6,0,0,0,0,0,1,0
5.18,9.5,53,6,7,0,1,0,1,0,0,0
9.32,5.9,98,0,10,0,0,1,0,1,0,0
8.99,8.9,56,8,17,0,1,0,0,0,0,0
7.17,7.06,94,5,11,0,0,0,0,0,0,0
5.03,9.03,52,10,9,1,1,0,1,0,0,1
7.97,7.99,64,7,2,1,1,0,0,0,1,1
7.21,5.83,50,1,12,1,1,1,0,1,0,1
8.07,8.71,74,0,6,1,0,0,0,1,1,1
9.22,7.6,62,6,18,0,1,0,0,0,0,0
8.19,9.31,75,0,20,1,0,0,0,1,0,1
7.52,7.33,51,2,0,0,1,0,0,0,1,0
6.83,5.02,83,7,2,1,0,1,0,0,1,1
8.77,6.55,78,1,13,1,0,0,0,1,0,1
5.34,8.27,91,6,8,1,0,0,1,0,0,1
7.72,5.99,65,10,13,1,1,1,0,0,0,1
7.68,6.36,86,10,13,0,0,0,0,0,0,0
5.37,8.29,88,6,14,0,0,0,1,0,0,0
8.89,6.9,69,7,14,1,1,0,0,0,0,1
9.22,5.07,88,2,9,1,0,1,0,0,0,1
9.36,7.29,99,3,7,0,0,0,0,0,0,0
7.19,5.5,53,0,18,1,1,1,0,1,0,1
5.79,8.2,60,4,0,1,1,0,1,0,1,1
5.91,6.46,92,8,14,0,0,0,1,0,0,0
7.25,6.22,80,4,11,0,0,0,0,0,0,0
8.97,6.32,66,2,14,0,1,0,0,0,0,0
5.79,7.44,89,2,12,0,0,0,1,0,0,0
5.47,6.69,99,4,7,0,0,0,1,0,0,0
9.25,5.23,54,1,5,0,1,1,0,1,1,0
9.14,5.79,71,3,16,1,0,1,0,0,0,1
6.61,9.75,65,2,2,0,1,0,0,0,1,0
5.1,6.64,98,6,12,1,0,0,1,0,0,1
6.19,7.77,60,6,16,0,1,0,0,0,0,0
6.93,9.77,70,4,0,1,0,0,0,0,1,1
8.33,8.27,71,2,9,0,0,0,0,0,0,0
7.54,7.76,82,2,10,1,0,0,0,0,0,1
6.55,7.01,100,8,8,1,0,0,0,0,0,1
5.35,5.19,90,9,10,1,0,1,1,0,0,1
6.26,6.19,75,4,7,0,0,0,0,0,0,0
5.77,9.71,89,2,16,0,0,0,1,0,0,0
5.86,9.72,84,6,10,1,0,0,1,0,0,1
6.37,5.5,99,10,14,1,0,1,0,0,0,1
8.94,8.11,50,9,10,0,1,0,0,0,0,0
7.9,9.72,57,3,14,0,1,0,0,0,0,0
5.27,8.44,99,6,8,0,0,0,1,0,0,0
6.19,6.17,77,9,20,1,0,0,0,0,0,1
8.98,8.62,73,1,6,1,0,0,0,1,1,1
8.91,5.38,83,8,12,0,0,1,0,0,0,0
7.62,7.17,100,8,19,1,0,0,0,0,0,1
8.89,8.86,58,6,14,1,1,0,0,0,0,1
5.25,8.11,70,0,19,1,0,0,1,1,0,1
6.03,6.25,98,0,13,0,0,0,0,1,0,0
8.77,9.68,84,6,7,0,0,0,0,0,0,0
8.14,7.79,69,7,2,0,1,0,0,0,1,0
8.17,5.95,52,9,15,1,1,1,0,0,0,1
6.19,5.24,75,5,12,0,0,1,0,0,0,0
5.89,5.13,70,6,17,0,0,1,1,0,0,0
6.12,5.38,92,2,6,1,0,1,0,0,1,1
8.67,7.46,66,7,1,1,1,0,0,0,1,1
6.67,9.7,86,9,20,0,0,0,0,0,0,0
7.45,7.7,80,3,20,0,0,0,0,0,0,0
8.55,6.11,58,8,18,1,1,0,0,0,0,1
7.0,5.19,89,8,0,0,0,1,0,0,1,0
8.36,6.76,54,1,5,0,1,0,0,1,1,0
7.77,8.65,53,8,13,0,1,0,0,0,0,0
5.85,6.63,51,6,17,0,1,0,1,0,0,0
6.29,8.98,58,2,5,0,1,0,0,0,1,0
5.03,8.4,77,3,5,0,0,0,1,0,1,0
6.43,6.72,57,9,13,0,1,0,0,0,0,0
5.6,6.95,92,6,7,1,0,0,1,0,0,1
8.09,6.1,80,5,14,0,0,0,0,0,0,0
5.75,6.4,83,0,2,0,0,0,1,1,1,0
6.08,8.43,66,1,19,0,1,0,0,1,0,0
7.85,7.57,93,10,13,0,0,0,0,0,0,0
7.4,7.43,69,4,20,0,1,0,0,0,0,0
8.74,7.76,91,10,12,0,0,0,0,0,0,0
7.58,6.24,53,7,6,0,1,0,0,0,1,0
5.81,7.31,75,6,10,1,0,0,1,0,0,1
7.18,8.14,56,5,16,1,1,0,0,0,0,1
9.16,9.6,71,5,6,1,0,0,0,0,1,1
7.24,8.84,86,2,14,0,0,0,0,0,0,0
9.33,6.39,78,0,1,1,0,0,0,1,1,1
9.31,8.36,90,4,9,0,0,0,0,0,0,0
6.26,7.17,57,9,0,1,1,0,0,0,1,1
5.08,9.7,81,0,18,1,0,0,1,1,0,1
9.17,9.43,99,2,9,0,0,0,0,0,0,0
8.62,9.52,91,9,2,1,0,0,0,0,1,1
7.03,7.48,56,2,7,0,1,0,0,0,0,0
5.05,7.56,70,1,11,1,0,0,1,1,0,1
5.62,6.68,54,10,14,1,1,0,1,0,0,1
8.32,7.71,91,1,15,0,0,0,0,1,0,0
5.06,5.72,68,5,14,1,1,1,1,0,0,1
8.15,6.02,90,9,18,0,0,0,0,0,0,0
5.27,7.02,67,5,9,1,1,0,1,0,0,1
5.81,9.06,63,6,18,0,1,0,1,0,0,0
8.44,9.36,94,4,3,0,0,0,0,0,1,0
5.45,6.2,86,4,6,0,0,0,1,0,1,0
5.52,7.56,89,3,11,0,0,0,1,0,0,0
8.76,9.37,98,8,12,0,0,0,0,0,0,0
7.34,9.59,79,5,18,1,0,0,0,0,0,1
9.39,8.89,96,5,0,0,0,0,0,0,1,0
8.01,8.04,51,3,1,0,1,0,0,0,1,0
6.33,8.23,73,10,11,0,0,0,0,0,0,0
7.51,8.25,87,5,14,0,0,0,0,0,0,0
7.25,8.28,96,6,5,0,0,0,0,0,1,0
5.18,9.25,97,0,20,1,0,0,1,1,0,1
6.16,5.47,59,9,17,1,1,1,0,0,0,1
6.99,6.08,94,3,9,0,0,0,0,0,0,0
8.67,6.56,79,5,4,0,0,0,0,0,1,0
6.31,6.61,62,10,9,0,1,0,0,0,0,0
6.17,9.31,59,5,15,0,1,0,0,0,0,0
5.08,7.27,68,10,13,1,1,0,1,0,0,1
9.47,8.2,85,0,10,1,0,0,0,1,0,1
9.04,5.81,78,6,10,1,0,1,0,0,0,1
9.21,7.12,89,5,10,1,0,0,0,0,0,1
9.3,6.92,79,0,14,1,0,0,0,1,0,1
5.52,7.69,97,5,3,0,0,0,1,0,1,0
8.39,7.77,79,6,1,1,0,0,0,0,1,1
6.48,8.25,94,10,6,0,0,0,0,0,1,0
7.6,8.29,62,1,17,1,1,0,0,1,0,1
8.46,7.26,91,7,17,1,0,0,0,0,0,1
8.5,7.59,100,9,2,0,0,0,0,0,1,0
8.42,5.58,58,3,9,1,1,1,0,0,0,1
5.63,7.66,85,10,16,0,0,0,1,0,0,0
5.25,7.02,85,10,19,1,0,0,1,0,0,1
6.11,5.22,74,4,19,0,0,1,0,0,0,0
7.13,7.8,64,7,16,1,1,0,0,0,0,1
8.18,9.7,97,4,18,1,0,0,0,0,0,1
5.31,5.39,74,4,12,0,0,1,1,0,0,0
8.64,6.37,83,0,9,0,0,0,0,1,0,0
8.3,9.24,70,5,7,0,0,0,0,0,0,0
7.13,8.3,53,6,17,1,1,0,0,0,0,1
5.84,9.61,83,1,12,1,0,0,1,1,0,1
8.66,7.12,83,0,8,1,0,0,0,1,0,1
5.55,7.99,73,8,20,1,0,0,1,0,0,1
7.49,6.3,52,1,2,0,1,0,0,1,1,0
8.17,7.72,81,3,16,0,0,0,0,0,0,0
6.89,8.7,74,5,2,0,0,0,0,0,1,0
6.39,6.08,85,8,14,0,0,0,0,0,0,0
8.53,7.44,83,4,11,0,0,0,0,0,0,0
7.06,8.67,89,2,11,0,0,0,0,0,0,0
8.47,9.0,61,4,0,1,1,0,0,0,1,1
7.19,5.46,51,6,17,0,1,1,0,0,0,0
8.36,7.96,95,9,9,1,0,0,0,0,0,1
7.22,7.33,64,9,12,0,1,0,0,0,0,0
5.25,6.85,84,5,20,0,0,0,1,0,0,0
5.18,6.79,75,6,1,0,0,0,1,0,1,0
6.29,7.25,75,4,4,0,0,0,0,0,1,0
5.95,6.48,90,9,0,0,0,0,1,0,1,0
5.27,9.45,74,4,19,0,0,0,1,0,0,0
6.47,7.7,98,0,20,0,0,0,0,1,0,0
7.13,5.61,76,7,6,1,0,1,0,0,1,1
8.39,6.16,98,1,13,1,0,0,0,1,0,1
7.3,5.58,98,4,0,1,0,1,0,0,1,1
7.88,8.59,89,3,16,1,0,0,0,0,0,1
7.53,6.6,89,8,3,0,0,0,0,0,1,0
8.57,6.52,97,4,1,0,0,0,0,0,1,0
7.45,8.72,77,5,6,1,0,0,0,0,1,1
6.3,5.81,88,7,18,1,0,1,0,0,0,1
7.26,7.4,75,8,13,0,0,0,0,0,0,0
6.81,9.26,87,8,6,0,0,0,0,0,1,0
5.56,7.98,79,7,6,1,0,0,1,0,1,1
9.49,9.6,92,3,1,1,0,0,0,0,1,1
6.78,8.47,58,5,15,1,1,0,0,0,0,1
7.38,9.26,86,9,2,1,0,0,0,0,1,1
6.81,5.38,67,7,15,0,1,1,0,0,0,0
5.97,9.56,73,1,5,1,0,0,1,1,1,1
6.8,8.14,74,7,3,1,0,0,0,0,1,1
9.1,7.64,52,0,1,0,1,0,0,1,1,0
5.75,8.88,85,0,8,0,0,0,1,1,0,0
7.11,7.32,75,0,18,1,0,0,0,1,0,1
5.84,6.02,69,8,17,0,1,0,1,0,0,0
9.21,9.09,67,6,2,0,1,0,0,0,1,0
7.19,7.13,52,7,4,0,1,0,0,0,1,0
6.86,8.71,80,5,0,1,0,0,0,0,1,1
7.92,7.79,51,5,13,0,1,0,0,0,0,0
6.75,8.11,97,1,18,1,0,0,0,1,0,1
9.2,6.16,77,3,12,0,0,0,0,0,0,0
6.56,5.8,67,5,3,0,1,1,0,0,1,0
6.75,5.02,85,3,17,0,0,1,0,0,0,0
5.47,6.34,51,6,9,0,1,0,1,0,0,0
7.72,5.72,59,7,0,0,1,1,0,0,1,0
8.09,6.26,99,9,10,0,0,0,0,0,0,0
7.77,8.75,63,10,4,0,1,0,0,0,1,0
7.88,5.75,81,2,2,0,0,1,0,0,1,0
6.81,9.58,79,5,15,1,0,0,0,0,0,1
8.32,9.41,65,6,7,1,1,0,0,0,0,1
6.71,5.52,68,5,18,1,1,1,0,0,0,1
5.29,5.37,78,5,18,1,0,1,1,0,0,1
5.57,6.27,86,1,6,0,0,0,1,1,1,0
6.64,5.08,88,8,6,1,0,1,0,0,1,1
6.37,7.06,69,7,12,0,1,0,0,0,0,0
5.91,7.59,78,0,17,1,0,0,1,1,0,1
7.76,7.94,80,6,11,1,0,0,0,0,0,1
5.38,7.8,85,8,1,0,0,0,1,0,1,0
6.85,6.56,52,2,17,1,1,0,0,0,0,1
8.93,7.95,100,7,19,1,0,0,0,0,0,1
6.2,7.18,52,8,3,1,1,0,0,0,1,1
8.16,7.09,52,10,16,1,1,0,0,0,0,1
7.62,5.19,52,0,17,1,1,1,0,1,0,1
6.91,7.5,80,10,15,1,0,0,0,0,0,1
6.99,7.07,66,8,3,1,1,0,0,0,1,1
8.23,7.21,55,4,1,1,1,0,0,0,1,1
7.69,8.93,76,3,3,0,0,0,0,0,1,0
6.97,7.54,70,9,2,0,0,0,0,0,1,0
6.31,9.46,84,0,20,1,0,0,0,1,0,1
5.07,7.04,74,4,9,1,0,0,1,0,0,1
7.97,7.25,86,3,12,0,0,0,0,0,0,0
6.55,9.58,52,9,3,1,1,0,0,0,1,1
7.54,7.79,92,1,11,1,0,0,0,1,0,1
9.11,9.51,100,6,4,1,0,0,0,0,1,1
8.65,6.15,60,1,14,1,1,0,0,1,0,1
6.66,5.25,50,2,7,1,1,1,0,0,0,1
5.17,7.85,71,0,2,0,0,0,1,1,1,0
7.51,8.72,75,8,18,0,0,0,0,0,0,0
5.33,8.17,91,9,11,0,0,0,1,0,0,0
8.37,8.49,82,2,14,0,0,0,0,0,0,0
6.98,7.78,77,10,16,0,0,0,0,0,0,0
7.9,8.73,68,10,15,0,1,0,0,0,0,0
8.9,5.18,98,10,10,1,0,1,0,0,0,1
5.35,5.93,60,3,9,1,1,1,1,0,0,1
5.12,5.03,99,1,14,0,0,1,1,1,0,0
6.83,5.16,73,2,13,1,0,1,0,0,0,1
8.38,8.56,61,8,4,0,1,0,0,0,1,0
8.65,6.52,65,5,15,0,1,0,0,0,0,0
5.35,7.08,80,10,19,0,0,0,1,0,0,0
5.77,9.34,56,6,11,1,1,0,1,0,0,1
5.52,6.68,65,4,14,0,1,0,1,0,0,0
5.53,7.5,92,1,14,0,0,0,1,1,0,0
6.71,6.11,85,3,15,1,0,0,0,0,0,1
7.72,6.21,76,1,16,1,0,0,0,1,0,1
7.62,9.03,87,9,2,1,0,0,0,0,1,1
8.46,5.62,63,1,4,1,1,1,0,1,1,1
7.0,7.45,77,6,17,0,0,0,0,0,0,0
6.27,8.64,77,5,6,1,0,0,0,0,1,1
6.42,9.6,82,3,20,1,0,0,0,0,0,1
8.6,6.87,74,7,13,0,0,0,0,0,0,0
6.86,6.2,100,0,3,1,0,0,0,1,1,1
8.16,8.28,52,5,2,0,1,0,0,0,1,0
7.49,8.48,93,1,14,0,0,0,0,1,0,0
8.03,6.76,78,6,17,1,0,0,0,0,0,1
5.24,6.05,87,1,0,0,0,0,1,1,1,0
8.71,8.46,98,0,1,0,0,0,0,1,1,0
5.7,6.28,67,0,3,1,1,0,1,1,1,1
8.69,7.88,54,1,14,1,1,0,0,1,0,1
8.54,9.69,91,6,13,1,0,0,0,0,0,1
9.49,9.12,77,1,4,1,0,0,0,1,1,1
8.6,6.04,95,8,18,0,0,0,0,0,0,0
8.04,7.84,68,10,13,0,1,0,0,0,0,0
8.99,5.34,91,1,2,0,0,1,0,1,1,0
7.33,7.69,54,10,12,1,1,0,0,0,0,1
8.66,8.27,88,1,6,0,0,0,0,1,1,0
8.48,9.32,83,2,5,0,0,0,0,0,1,0
7.78,8.27,55,5,19,1,1,0,0,0,0,1
6.19,9.05,94,2,14,1,0,0,0,0,0,1
7.44,6.88,62,9,5,0,1,0,0,0,1,0
8.17,5.18,99,6,8,1,0,1,0,0,0,1
6.67,7.01,89,10,3,0,0,0,0,0,1,0
8.96,9.62,95,9,11,1,0,0,0,0,0,1
6.18,8.21,91,4,13,0,0,0,0,0,0,0
6.93,7.78,51,9,0,1,1,0,0,0,1,1
8.56,7.35,51,0,4,1,1,0,0,1,1,1
7.57,8.18,97,6,20,0,0,0,0,0,0,0
6.21,7.45,89,8,12,0,0,0,0,0,0,0
8.19,6.22,54,0,13,1,1,0,0,1,0,1
8.04,8.06,92,6,3,1,0,0,0,0,1,1
7.88,8.53,68,9,18,0,1,0,0,0,0,0
9.15,7.83,96,0,11,0,0,0,0,1,0,0
9.39,7.31,86,8,1,0,0,0,0,0,1,0
6.4,8.16,62,2,10,1,1,0,0,0,0,1
8.44,6.89,94,3,3,0,0,0,0,0,1,0
6.18,6.54,78,5,1,1,0,0,0,0,1,1
7.48,9.44,67,5,10,1,1,0,0,0,0,1
6.63,5.33,84,1,14,0,0,1,0,1,0,0
8.57,7.62,88,10,7,0,0,0,0,0,0,0
6.32,8.14,65,2,16,0,1,0,0,0,0,0
8.15,7.68,96,2,5,0,0,0,0,0,1,0
8.31,7.99,57,5,9,1,1,0,0,0,0,1
9.44,8.34,58,5,15,1,1,0,0,0,0,1
8.39,9.02,80,9,17,1,0,0,0,0,0,1
5.33,7.54,62,1,9,0,1,0,1,1,0,0
6.55,6.29,93,7,3,1,0,0,0,0,1,1
5.02,6.93,59,0,2,0,1,0,1,1,1,0
9.11,9.3,50,0,11,1,1,0,0,1,0,1
6.54,8.17,53,8,12,1,1,0,0,0,0,1
6.18,8.58,94,2,2,1,0,0,0,0,1,1
6.74,6.66,60,1,4,1,1,0,0,1,1,1
8.56,8.72,68,8,14,1,1,0,0,0,0,1
9.5,7.44,74,6,8,0,0,0,0,0,0,0
8.73,7.99,68,9,5,0,1,0,0,0,1,0
6.21,8.47,66,4,8,1,1,0,0,0,0,1
5.02,5.32,78,7,9,0,0,1,1,0,0,0
7.56,5.02,53,3,5,1,1,1,0,0,1,1
5.75,5.78,59,1,1,0,1,1,1,1,1,0
7.1,5.26,60,10,7,0,1,1,0,0,0,0
7.04,5.41,55,0,14,1,1,1,0,1,0,1
8.78,8.77,69,1,7,1,1,0,0,1,0,1
9.27,8.59,50,0,12,0,1,0,0,1,0,0
9.0,6.41,89,8,20,1,0,0,0,0,0,1
5.85,5.79,87,2,12,1,0,1,1,0,0,1
6.96,6.66,96,2,10,0,0,0,0,0,0,0
6.9,6.26,55,2,19,1,1,0,0,0,0,1
6.51,5.64,51,6,6,1,1,1,0,0,1,1
7.5,5.35,61,1,17,0,1,1,0,1,0,0
8.45,9.79,85,1,13,1,0,0,0,1,0,1
5.86,5.99,77,10,17,0,0,1,1,0,0,0
7.8,6.69,82,1,6,1,0,0,0,1,1,1
6.98,6.48,64,0,7,1,1,0,0,1,0,1
6.71,9.53,50,1,4,0,1,0,0,1,1,0
6.22,7.94,58,7,9,0,1,0,0,0,0,0
6.31,6.6,94,0,18,1,0,0,0,1,0,1
5.94,9.73,51,10,0,0,1,0,1,0,1,0
5.5,7.85,56,0,18,0,1,0,1,1,0,0
5.88,7.11,75,1,19,1,0,0,1,1,0,1
6.11,6.82,65,2,11,1,1,0,0,0,0,1
8.64,8.77,60,9,3,1,1,0,0,0,1,1
5.52,9.36,100,8,13,1,0,0,1,0,0,1
5.67,7.99,74,7,3,0,0,0,1,0,1,0
7.93,5.34,53,7,13,0,1,1,0,0,0,0
6.92,9.57,78,6,17,0,0,0,0,0,0,0
5.93,5.5,65,0,13,1,1,1,1,1,0,1
8.4,6.82,58,3,0,1,1,0,0,0,1,1
7.2,5.29,59,1,12,1,1,1,0,1,0,1
5.18,7.92,94,9,17,0,0,0,1,0,0,0
7.85,6.33,90,1,13,1,0,0,0,1,0,1
8.57,6.0,90,5,1,0,0,0,0,0,1,0
5.72,8.15,83,10,1,0,0,0,1,0,1,0
6.81,8.42,98,10,3,1,0,0,0,0,1,1
8.26,5.89,73,7,18,0,0,1,0,0,0,0
6.72,7.68,75,2,9,1,0,0,0,0,0,1
8.19,6.86,58,4,2,0,1,0,0,0,1,0
5.38,6.3,50,9,12,0,1,0,1,0,0,0
7.17,9.22,74,6,2,1,0,0,0,0,1,1
7.24,8.76,69,4,19,1,1,0,0,0,0,1
7.83,6.77,98,7,5,1,0,0,0,0,1,1
9.28,6.91,58,1,16,1,1,0,0,1,0,1
8.61,9.58,77,1,4,0,0,0,0,1,1,0
5.87,7.14,65,2,13,0,1,0,1,0,0,0
7.55,7.69,83,0,9,0,0,0,0,1,0,0
7.64,7.1,88,6,11,0,0,0,0,0,0,0
8.43,7.34,92,5,18,0,0,0,0,0,0,0
8.14,6.29,83,9,16,0,0,0,0,0,0,0
5.91,7.47,77,1,4,1,0,0,1,1,1,1
6.07,7.35,89,3,1,1,0,0,0,0,1,1
7.43,8.5,53,3,1,0,1,0,0,0,1,0
8.9,8.75,65,9,5,1,1,0,0,0,1,1
8.31,8.32,58,4,1,0,1,0,0,0,1,0
8.97,6.72,92,9,18,1,0,0,0,0,0,1
8.26,6.2,77,1,7,0,0,0,0,1,0,0
8.09,6.57,78,2,7,1,0,0,0,0,0,1
6.05,5.25,54,4,10,1,1,1,0,0,0,1
7.81,6.22,79,5,2,1,0,0,0,0,1,1
6.26,9.06,100,7,15,1,0,0,0,0,0,1
8.11,8.52,78,8,6,1,0,0,0,0,1,1
7.76,7.71,65,0,9,1,1,0,0,1,0,1
6.88,6.49,89,9,0,1,0,0,0,0,1,1
5.9,8.63,74,4,3,0,0,0,1,0,1,0
5.16,8.18,74,7,18,1,0,0,1,0,0,1
7.13,8.78,85,8,8,1,0,0,0,0,0,1
5.08,8.07,94,7,18,1,0,0,1,0,0,1
5.4,6.01,85,9,11,1,0,0,1,0,0,1
8.77,7.45,52,2,8,0,1,0,0,0,0,0
5.78,8.45,62,10,7,0,1,0,1,0,0,0
5.99,7.77,95,2,0,1,0,0,1,0,1,1
6.0,6.99,55,2,15,1,1,0,0,0,0,1
5.34,8.28,90,2,0,0,0,0,1,0,1,0
8.92,6.58,58,2,7,0,1,0,0,0,0,0
8.26,5.29,91,0,9,1,0,1,0,1,0,1
5.2,5.75,77,9,19,0,0,1,1,0,0,0
7.39,5.04,60,10,16,0,1,1,0,0,0,0
5.42,5.61,84,8,20,1,0,1,1,0,0,1
5.93,7.5,58,2,2,1,1,0,1,0,1,1
7.82,6.07,80,10,1,0,0,0,0,0,1,0
6.61,6.26,72,10,2,0,0,0,0,0,1,0
5.95,6.01,71,4,6,1,0,0,1,0,1,1
5.38,6.16,51,5,0,1,1,0,1,0,1,1
8.69,6.95,86,7,11,0,0,0,0,0,0,0
6.68,7.76,86,1,18,1,0,0,0,1,0,1
9.0,9.46,96,2,2,1,0,0,0,0,1,1
5.91,7.65,60,1,16,1,1,0,1,1,0,1
7.76,5.68,92,6,12,0,0,1,0,0,0,0
7.25,9.3,50,4,7,1,1,0,0,0,0,1
7.1,5.59,70,4,9,0,0,1,0,0,0,0
6.06,5.13,88,1,8,0,0,1,0,1,0,0
6.32,5.86,71,6,13,0,0,1,0,0,0,0
7.99,6.49,63,0,12,0,1,0,0,1,0,0
6.11,9.65,52,5,0,0,1,0,0,0,1,0
5.84,9.6,71,7,3,0,0,0,1,0,1,0
7.65,9.56,77,8,11,1,0,0,0,0,0,1
7.18,7.47,93,8,17,1,0,0,0,0,0,1
7.33,7.58,89,3,10,0,0,0,0,0,0,0
5.93,5.53,67,2,5,1,1,1,1,0,1,1
8.77,5.92,86,6,8,0,0,1,0,0,0,0
8.37,9.63,63,9,11,0,1,0,0,0,0,0
6.35,8.55,86,4,10,1,0,0,0,0,0,1
7.04,9.14,93,2,15,1,0,0,0,0,0,1
8.04,6.19,58,7,10,1,1,0,0,0,0,1
9.1,5.62,60,10,15,1,1,1,0,0,0,1
8.81,8.48,81,5,12,1,0,0,0,0,0,1
5.78,8.67,89,6,12,1,0,0,1,0,0,1
7.64,9.59,88,3,11,0,0,0,0,0,0,0
6.19,5.63,83,2,3,1,0,1,0,0,1,1
5.73,8.6,86,1,10,0,0,0,1,1,0,0
5.42,6.71,90,0,13,1,0,0,1,1,0,1
7.25,9.17,59,5,7,0,1,0,0,0,0,0
5.18,8.11,72,9,13,0,0,0,1,0,0,0
9.48,8.58,62,4,17,0,1,0,0,0,0,0
8.38,8.26,94,9,15,1,0,0,0,0,0,1
7.25,8.43,59,4,5,0,1,0,0,0,1,0
5.69,8.72,80,10,10,1,0,0,1,0,0,1
7.38,9.2,67,8,18,0,1,0,0,0,0,0
7.82,7.19,96,9,17,0,0,0,0,0,0,0
6.56,8.93,65,10,5,1,1,0,0,0,1,1
6.87,5.7,70,2,10,0,0,1,0,0,0,0
5.52,5.86,64,4,15,1,1,1,1,0,0,1
5.89,7.44,86,6,16,0,0,0,1,0,0,0
7.43,6.8,89,6,0,0,0,0,0,0,1,0
6.51,6.16,87,6,6,1,0,0,0,0,1,1
8.76,9.4,97,4,11,0,0,0,0,0,0,0
6.06,6.61,52,8,6,0,1,0,0,0,1,0
5.25,8.45,84,6,17,0,0,0,1,0,0,0
8.92,5.98,89,3,2,1,0,1,0,0,1,1
9.2,6.76,84,10,11,0,0,0,0,0,0,0
5.29,8.0,76,3,15,1,0,0,1,0,0,1
9.03,9.75,80,1,18,0,0,0,0,1,0,0
9.09,8.57,59,0,14,1,1,0,0,1,0,1
6.94,5.27,73,6,2,0,0,1,0,0,1,0
7.17,6.78,88,0,12,0,0,0,0,1,0,0
9.41,9.52,53,4,12,1,1,0,0,0,0,1
5.72,5.43,94,8,4,1,0,1,1,0,1,1
5.61,8.0,77,7,20,1,0,0,1,0,0,1
8.52,7.31,54,10,16,0,1,0,0,0,0,0
7.69,7.87,81,10,3,0,0,0,0,0,1,0
5.43,7.27,81,6,19,0,0,0,1,0,0,0
7.01,8.14,99,3,19,0,0,0,0,0,0,0
